customer_city,lon,lat
Sao Jose do Inhacora,-54.12155,-27.73525
Serrana,-47.59556,-21.21139
Estancia,-37.43833,-11.26833
Simoes Filho,-38.40389,-12.78444
Serra Azul de Minas,-43.20251,-18.38225
Mandaguari,-51.67083,-23.5475
Aruja,-46.32083,-23.39611
Palmeiras de Goias,-49.92583,-16.805
Cachoeira Alta,-50.95492,-18.51321
Santa Gertrudes,-47.53028,-22.45667
Santa Cruz de Minas,-44.21369,-21.12001
Camaqua,-51.81222,-30.85111
Xaxim,-52.51611,-26.98685
Inhumas,-49.49611,-16.35778
Pitanga,-51.76139,-24.75722
Amaral Ferrador,-52.29964,-30.80769
Candido Rodrigues,-48.63294,-21.34194
Alhandra,-34.91444,-7.43861
Criciuma,-49.36972,-28.6775
Gramado,-50.90318,-29.36252
Cabrobo,-39.31,-8.51417
Sao Jose do Cedro,-53.56285,-26.48127
Caconde,-46.64389,-21.52944
Piraju,-49.38389,-23.19361
Mendes Pimentel,-41.34871,-18.62642
Inimutaba,-44.27571,-18.71149
Horizontina,-54.30778,-27.62583
Piratini,-53.11163,-31.41655
Bom Retiro do Sul,-51.91097,-29.63558
Balneario Camboriu,-48.63472,-26.99056
Sitio do Quinto,-38.07346,-10.34321
Campo Limpo Paulista,-46.75842,-23.21599
Piranhas,-51.82222,-16.42694
Pedro de Toledo,-47.17239,-24.1702
Novo Progresso,-55.51343,-7.75396
Ouro Fino,-46.37384,-22.25689
Dois Corregos,-48.38028,-22.36611
Osorio,-50.26972,-29.88667
Itaperuna,-41.88778,-21.205
Lencois Paulista,-48.80028,-22.59861
Porteirao,-50.15667,-17.90236
Capivari,-47.50778,-22.995
Gaurama,-52.10405,-27.61693
Brejo dos Santos,-37.8607,-6.39546
Santo Antonio de Posse,-46.91944,-22.60611
Caucaia,-38.65306,-3.73611
Seropedica,-43.7075,-22.74389
Pacajus,-38.46056,-4.1725
Lima Duarte,-43.79306,-21.8425
Cacapava do Sul,-53.49139,-30.51222
Rio Maria,-49.82886,-7.40968
Jaboticabal,-48.32222,-21.25472
Itumbiara,-49.21528,-18.41917
Bonfim,-44.2074,-20.31591
Itapolis,-48.81278,-21.59556
Maria da Fe,-45.3172,-22.32718
Joao Dourado,-41.40438,-11.14883
Pariquera-Acu,-47.88111,-24.715
Sao Joaquim,-49.93167,-28.29389
Ibiuna,-47.2225,-23.65639
Faxinal,-51.31944,-24.00028
Limoeiro do Norte,-38.09806,-5.14556
Tarabai,-51.62019,-22.35043
Divinolandia,-46.7045,-21.66459
Timoteo,-42.64444,-19.5825
Itabirito,-43.80139,-20.25333
Guarabira,-35.49,-6.85472
Pinheiros,-40.20984,-18.34486
Bacabal,-44.79167,-4.29167
Sao Miguel do Iguacu,-54.23778,-25.34806
Porto Xavier,-55.15422,-27.93317
Vista Alegre,-53.51572,-27.31083
Poa,-46.34472,-23.52806
Vila Nova do Sul,-53.88004,-30.33711
Tangua,-42.71417,-22.73028
Campo Bom,-51.05054,-29.66716
Quilometro 14 do Mutum,-40.9025,-19.39778
Brumado,-41.66528,-14.20361
Ituiutaba,-49.465,-18.96889
Dracena,-51.59598,-21.57936
Inhambupe,-38.35306,-11.78444
Laguna,-48.78083,-28.4825
Icem,-49.20507,-20.38003
Cambui,-46.0575,-22.61222
Manoel Viana,-55.5687,-29.40696
Nova Olimpia,-57.28806,-14.79722
Grupiara,-47.77141,-18.47962
Itajuipe,-39.375,-14.67806
Nova Canaa do Norte,-56.03436,-10.71987
Itamarandiba,-42.85889,-17.85722
Capela,-37.05278,-10.50333
Caceres,-57.71082,-16.42263
Munhoz de Melo,-51.73192,-23.11288
Monte Mor,-47.31583,-22.94667
Monsenhor Paulo,-45.46795,-21.72267
Orlandia,-47.88667,-20.72028
Extrema,-46.31833,-22.85472
Oros,-38.91361,-6.24444
Sao Francisco do Sul,-48.63806,-26.24333
Canoinhas,-50.39,-26.17722
Perola,-53.70733,-23.84076
Escada,-35.22361,-8.35917
Jacutinga,-46.61222,-22.28556
Belford Roxo,-43.39944,-22.76417
Tupa,-50.51361,-21.93472
Mendonca,-49.56427,-21.1962
Conceicao do Caninde,-41.57544,-7.98695
Cambiasca,-41.925,-21.71472
Balsamo,-49.55045,-20.70239
Janduis,-37.51496,-5.93587
Cachoeirinha,-51.09389,-29.95111
Sapucaia,-42.91444,-21.995
Ribeirao Pires,-46.41333,-23.71056
Sao Sebastiao do Alto,-42.09585,-21.86591
Barreiras,-44.99,-12.15278
Tubarao,-49.00694,-28.46667
Sao Jose de Mipibu,-35.23778,-6.07472
Posse,-46.36944,-14.09306
Bebedouro,-48.47917,-20.94944
Serranos,-44.54236,-21.82389
Holambra,-47.06501,-22.63825
Iacu,-40.21167,-12.76722
Itaobim,-41.53486,-16.56326
Muniz Freire,-41.41306,-20.46417
Oeiras do Para,-49.85444,-2.00306
Itaguaje,-51.98288,-22.66099
Varzedo,-39.37091,-12.99662
Cedral,-44.57424,-1.96086
Araripe,-40.04611,-7.2125
Cumaru,-35.69722,-8.00611
Santa Ines,-45.38,-3.66667
Cajati,-48.12278,-24.73611
Caracol,-57.12672,-21.96712
Carlinda,-55.85086,-10.03792
Lebon Regis,-50.67811,-26.88524
Mariana,-43.41611,-20.37778
Jequie,-40.08361,-13.8575
Monte Azul Paulista,-48.64139,-20.90722
Eunapolis,-39.67022,-16.31219
Itapetinga,-40.24778,-15.24889
Santa Rita de Minas,-42.127,-19.86922
Laranjal Paulista,-47.83667,-23.04972
Colina,-48.58162,-20.75233
Palmeira dos Indios,-36.60651,-9.40902
Trindade,-40.26778,-7.76194
Alagoinha,-35.545,-6.95
Sao Rafael,-36.8952,-5.85664
Bastos,-50.73389,-21.92194
Lagarto,-37.65,-10.91722
Adamantina,-51.0725,-21.68528
Sao Miguel do Guama,-47.48333,-1.62667
Cruzeiro do Iguacu,-53.12736,-25.60303
Paraisopolis,-45.78,-22.55417
Balneario Arroio do Silva,-49.47849,-29.00699
Rio de Contas,-41.68702,-13.62169
Ilhabela,-45.35806,-23.77806
Juquia,-47.63472,-24.32083
Tiangua,-40.99167,-3.73222
Pao de Acucar,-37.43667,-9.74833
Bage,-54.10694,-31.33139
Dianopolis,-46.73544,-11.69578
Irapua,-49.40247,-21.25013
Valenca,-43.70028,-22.24556
Patrocinio,-46.9925,-18.94389
Jose de Freitas,-42.57556,-4.75639
Correia Pinto,-50.36111,-27.58472
Itauna,-44.57639,-20.07528
Palmital,-52.2537,-24.8426
Camboriu,-48.7153,-27.07562
Timbo,-49.27167,-26.82333
Sao Jose dos Pinhais,-49.20639,-25.53472
Carmopolis de Minas,-44.64527,-20.54914
Vertentes,-35.97775,-7.90936
Mata de Sao Joao,-38.29917,-12.53028
Arcos,-45.53944,-20.28194
Lobato,-52.00714,-22.96387
Abelardo Luz,-52.22321,-26.59825
Pedras de Maria da Cruz,-44.30841,-15.63347
Joao Monlevade,-43.17361,-19.81
Campos Novos,-51.225,-27.40167
Cristina,-45.2882,-22.21592
Minas Novas,-42.59028,-17.21861
Braganca,-46.76556,-1.05361
